@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'Jack White on Tuesday for the second d time!! Ghygftrdghgc I have the best mum ever #EXCITEDMUCH',positive
'[NEWS] Stuck-Up Sunday: Shepard Fairey - Andre the Giant Uncut Sticker Sheet - @ObeyGiant @StuckUpPieceOf http://t.co/wpCHDDL4',negative
'Preparing for some Jack White action tomorrow night by listening to the his setlist from Dublin.',negative
'Tryna just chill, get a lil tipsy and maybe hit up the mall friday? #downn',positive
'#bdnews #bangladesh Cricket: Pakistan hopeful of Bangladesh visit: Pakistan\'s cricket board said Sunday it hopes... http://t.co/GtnXxXHq',positive
'Thank fuck it\'s Friday. Fresh supply of Rohypnol,Ice Cold BlueWKD\'s in the fridge. Any blondes thinking of going out? Gie\'s a shout ;)',positive
'@AustinMahone ..Morning Austin.....I\'m going to bed now..hahha 8:45pm in South Africa.Writing math exam tomorrow.Wish me luck Xx',positive
'Lady Gaga added a new tour date for the #BornThisWayBall in Oslo, Norway on 6th of December.',negative
'I don\'t get how people are saying she\'s lying about the direction of her 4th album, because she \\\"\"lied\\\"\" about the direction of Unbroken?',negative
'This Thurs. College night at Xclusive first 50 ppl with College ID $2 after that $5 make it your move to be there',negative
'@limmengkeong hahaha.... Rest assured it will be something big on Tuesday in Putrajaya',positive
'Upcoming Saturday @ Cherry Moon:  The start of a whole new season of the harder styles: FIRST CONTACT !!  With... http://t.co/YFZ2eP3A',negative
'@rkprater Just read Timmonsville is beating the crap out of McBee 60-8 still in the 3rd!!!',negative
'At least it will make up for the SAT and the Gonzaga game',positive
'Alright nicky Fwd: From: 4028890972 Sent: Nov 1 10:28pm Message: Idc what he says.',negative
'Congrats to Ryder Cup Captain @Love3d for his 6 under 64 in Thursday\'s opening round of the Honda Classic. Keep it going!',positive
'@drlrca Dr. Arnold, I think they are just in the semi finals tomorrow. Go Warriors!!',positive
'Physics test tomorrow, so it\'s about time I open my book... but really there was a layer of dust on it',negative
'Master Liam\'s BDay Party! @MasterLiam This Saturday on the Dr Susan Block Show! Join us Live in Studio by RSVP here:  http://t.co/JtaRqDcG',negative
'Clippers vs Lakers Tomorrow! You all are about to be 0-11!',positive
'Obama spends hour on phone with Netanyahu during Benghazi assault  http://t.co/PBOUtNQr  PRIORITIES',negative
'Emmylou Harris & @danlanois singing \\\"\"The Maker\\\"\" to close the entire \'Wrecking Ball\' performance in Nashville on Wed. http://t.co/h9ECZHc5',negative
'On MVC teleconference, it seems Jacobson found a lot more things wrong with Saturday\'s exhibition after seeing the tape. #UNIhoops',negative
'@bbcqt I would vote for David Miliband if there was an election tomorrow and he was the Labour leader - move over Ed! @DMiliband',negative
'scrap my last tweet! At 5:22 on the 24th for Australian Directioners it will be two years for the boys',negative
'Space and @BarbicanCentre were the Place tonight. The Sun Ra Arkestra was brilliant.  @ Barbican Centre http://t.co/hxhooS9O',positive
'\\\"\"I don\'t know of a rule that could stop QLD playing David Taylor\\\"\" - the NRL to us on if QLD can play Taylor tomorrow in #Origin3',negative
'Oh yea, we heard bout y\'all Senior Skip Day Friday... We ain\'t report it cause y\'all ain\'t play nobody but Brookwood.',negative
'This Friday, the new film \\\"\"Occupy Unmasked\\\"\" opens; a guided tour of the OWS movement hosted by Andrew Breitbart.... http://t.co/EHCeQk7r',negative
'Ready to see the Lakers tomorrow',negative
'Tickets for Troy on Stub Hub for $12. Sad but if you have a youngin\', Saturday would be a great day to take them',positive
'I just finished the 5th season of Army Wives...now what do i do',negative
'Tight race in the Fans Choice Player of the Week w/ Wesleyan and Brookwood players. Last chance to vote: http://t.co/IzH4CEAe',negative
'@QueEstoy_LOCO it\'s okay we gone finish off the Spurs tomorrow',positive
'Wicket, its getting worse for the Afghans, they have slipped to 22-4 after Karim Sadiq (5) was run out by Jos Buttler in the 6th over.',negative
'@CHEorNOKS in Brownsville on the 18th floor of the project building stay dry my nigga',negative
'Frank Gaffney is not insane. He may not even be a true hater. He is a bigot for pay, just like Steve Emerson. Hate is their racket.',negative
'Dana gets two false starts called on them trying to punt, 3rd one gets returned to their 18. Laguna Hills scores with 30 sec left, up 31-27',negative
'... may be that\'s why BJP is defending Gadkari: they are all in the \'game\'. As Shourie famously said, Cong & BJP are now one  party.',positive
'k guys i got tot get some sleep for ISTEP tomorrow and see 4/9 OF MY CRUSHES cant wait and we r going outside luv u guys thanks for the',positive
'Aubtourage: UPDATE, I will be storytelling for Risk on Sept 25 and the Wrecking Ball video will be released on Vevo Sept 26th! Love you!',positive
'@AurieGood @aplace4thoughts @heatherlblythe yup.  then we have the strawberry festival in late Feb/early Mar.  it\'s FL. :-)',positive
'I am so tempted to book MIAMI right now in January for my birthday and February for the Lakers vs Heat game! Dare me? Double dog dare me?',positive
'@robsten_snow I know it was the best day ever I\'m soo happy! Are you going to write on your arm or hand Robsten Unbroken tomorrow?c:',positive
'Hope everyone made it to the UC in time to see the Bulls raise their 21st straight Financial Champs banner. A true dynasty, we have.',positive
'Alot of free throw conditioning drill for the Lakers tomorrow at practice',negative
'#TeamFollowBack BEIRUT (Reuters) - The International Committee of the Red Cross said on Thursday it... http://t.co/X8wBuCxE #FF @Kaijzer',negative
'@BenStanners it looks better as the NUFC fans are now in 2nd tier so I can\'t see them... It looks like he\'s just goading the SUFC fans!',positive
'#Ckt #update Pakistan hopeful of Bangladesh visit: Pakistan\'s cricket board said Sunday it hopes to... http://t.co/5Z9cKGpd from #Shariq',positive
'Thanks to WRH I\'ve got on the guest list for the opening night of the Shepard Fairey show over at StolenSpace on Friday night !',positive
'FRIDAY NIGHT LIVE! We are going to a Maulers Game! Meet at MVC at 6:30, bring $5 + fastfood $ + funds to buy CaseyFace some chocolate pie...',negative
'The Bulls head to CLE Friday night.  One night doesn\'t a season make, but that was a solid win over WSH on Opening Night.',positive
'@xaralind doesn\'t help that hoya\'s my bias in infinite :c (btw what are we gonna do about thursday!!!!)',negative
'#MentionDateIWillNeverForget.. The Saturday Of the Strawberry Festival, Which i think was 6/17/12',negative
'@SmashingPumpkin Fairfax on the 3rd is still happening right?!',negative
'Attention everybody if you know anyone in troy that is looking to take over a lease.I will be willing to pay half r all of 1st months rent.',negative
'The Bulls head to CLE Friday night.  One night doesn\'t a season make, but that was a solid win over WSH on Opening Night.',positive
'Tomorrow is the day we\'ll beat justin biebers vevo record and earn our title back! :) :)',positive
'#McIlroy had a strong start in Thursday\'s opening round of the Honda Classic, but the No 2 was upstaged by US Ryder Cup captain #Love III.',positive
'haha blocked by @Tom_Seagul because its @alan_hinton 2nd account and he backs everything Tom Segal puts up, oh the irony #stoproguetipsters',positive
'I\'m dressing up as Gary for Halloween.. So don\'t expect to c me until about 4th period..ill b home dozing off to animal planet then ill b at',negative
'\\\"\"3 by\\\"\" on the roof at SJP... Face Off Clinic back on for 12 PM - 1 PM at Cabrini this Sunday http://t.co/gysEJng7',negative
'Last tweet of the night, reading will not lose to spurs tomorrow',positive
'Food Fact of the Day: Sept 9, 1890 Harland Sanders was born near Henryville, Indiana. Founder of Kentucky Fried Chicken restaurant chain.',negative
'Looking forward to some March Fourth Marching Band madness tonight at @LevittShell',positive
'@AshlynWatts he\'s coming to the houston rodeo in march!!',negative
'IEBC warns it will revert to manual voter registration if BVR kits delay, says poll timetable may change.',negative
'Anyone wanna go to a gillie da kid concert sept 30th? Young savage and haddy are gonna be killin it too',positive
'On 17th anniversary of Rabin assassination, Netanyahu calls murder \'one of the worst crimes of the new age\' http://t.co/y2tU91dN',negative
'@WMUA  Wed @11 AM on \\\"\"Java Jazz\\\"\" with Ken Irwin, tune in for a chat with UMass Jazz Dept. Head Jeff Holmes about his new CD, \\\"\"Of One\'s Own.\\\"\"',negative
'just some info on E L James before we settle down into our books on Monday!   E.L James was born in London England... http://t.co/T3Q5kCej',negative
'@vikki_loveee ill be in Brownsville by Wednesday night so it\'s all good :)',positive
'I have 2 passes for Looper in Pico Rivera on Thursday. Message or text me if you want them.',positive
'Seriously bummed that #perksofbeingawallflower isn\'t playing at any of the bases here on Okinawa...may fly home just to see it!',negative
'DeMatha was shocked by Gonzaga on Saturday. Can the Stags regroup in time for the WCAC playoffs? #mdpreps http://t.co/0UBZpzL0',negative
'Pics of the March Fourth Marching Band at the Oregon Country Fair closing out the show Sunday night. Their... http://t.co/x80szqux',negative
'Getting up at 3am tomorrow to get to the embassy to wait outside in the freezing cold for 3 hours :( kinda hate south africa right now.',negative
'One space has just become available on my Photography for Parents workshop on Sat 24 Nov in Cobham...more details here: http://t.co/fGP822iT',negative
'My momma is going to see Banda Limon at the Pico Rivera sports arena tomorrow without me :( shes taking Sarah with her :/',negative
'Thursday Night Football:Tampa Bay Buccaneers V Minnesota Vikings ...: Vimeo is the home for high-quality videos ... http://t.co/b5IJeryN',positive
'I want Song JoongKi for the 1st drama star ! Bigbang for the trendy music / The Koxx for the band music / GD for the style /',negative
'CULTURE (Down Town, Mon 23, 1:00pm): Come celebrate spanish literature at World Book Day by the Cervantes... http://t.co/1JD5prgg',positive
'Jesus Shuttlesworth Heat Vs Lakers Ralph McQuarrie #top100femalelies Is Lamar Odom really going to the D League ?http://t.co/Mz75m6JH',negative
'All seniors will be recognized at FCA tomorrow and the first 25 will get free chickfila coupons for free biscuits! See y\'all there :)',positive
'A university uniform in appreciating military veterans: He reunited after the game Saturday with Capt. Michael P... http://t.co/RbHZKRzb',positive
'Thelema Thursday! Maroccan chicken tagine and the irresistible Muscat de Frontignan',positive
'Tiffany, CNBLUE\'s Yonghwa and B2ST\'s Kikwang will MC for the SBS K-Pop Super Concert in America on Nov 10',negative
'Happy 30th birthday, Matthew @Oatmeal Inman! Seems appropriate that you share a birthday with Jim Henson...',positive
'Don\'t forget to dine out @BWWings in #Savage tonight for PAA! Also, it\'s America Day tomorrow at the hs for #homecoming week!',positive
'@LaCombe_865 I\'m gonna be in Monroe like all day Sat! Haha',positive
'\'May the Odd\'s be Ever in Your Favor\' Australian Directioners.',positive
'The International Committee of the Red Cross said on Sunday it now considers the conflict in Syria a civil war, meaning international...',negative
'\\\"\"under the cherry moon, my niggas carry heat, enough to bury June\\\"\" shaaaataaaaaaaaap',negative
'France: Friday was last day to exchange the obsolete Franc for Euro, Banque de France said   - Breaking News Buzz http://t.co/h6Ui3Db2',negative
'Good Friday afternoon! Construction & a crash on the ramp from 85 Northbound to 400 Northbound causing delays heading up from brookwood!',positive
'@rosegeorgiax Number, address, cat\'s name and a date this Thursday. No fucking about! Just call me Tomb Raider....',negative
'@chicserullyses: Hello Ully. ;) See you on Saturday at SM Sta. Rosa. :D Can\'t wait. :\\\"\">',positive
'We need to think about cyber security AND Space? C\'mon Obama, Capt. Picard has at least one of those on lock. #debate',negative
'I\'ve always loved SPC, now know as SPU. I\'m excited to attend the career fair tomorrow ! :)',positive
'I am going to see Aesop Rock and Rob Sonic  on Fri Aug 3rd at Irving Plaza NYC. If anyone wants a ride up to the show, I have room for 2.',positive
'Premier League Team of the Week: Walcott makes seventh appearance this season while Sagna also features http://t.co/EpuMU0oX',negative
'Yiying is two characters in the Chinese lang. The 1st part, Yi, means Happy. The 2nd part, Ying, means Creative. right? @profpjm #learning',negative
'Tiger Woods draws crowd of fans on practice day at Honda Classic: Hold on, Bobby, Tuesday was a school day. Why ... http://t.co/RLh6d7vg',negative
'Jose Mourinho: \\\"\"...so I think tomorrow the match will not be far from those characteristics\\\"\" 2/2 #HalaMadrid',negative
'What Tomato and onion had done to BJP in Delhi, LPG may do the same to Cong in the forthcoming elections...',negative
'It appears Douglas Adams may have right about telephone sanitisers all along. http://t.co/fmCLLYp9',positive
'@Offensive_Liam she\'s drivin through from Banff with her dad goin to sort stuff in her flat! Roll on Sunday though :)',positive
'Its done! My brother just got married...we turnin up at jett lounge tonight and at grannys house tomorrow',negative
'Live at D-tronics 20th Anniversary with Locations valley wide McAllen,Edinburg,Harlingen,Brownsville they have... http://t.co/YL3A8UEn',negative
'With Krul injured for Newcastle does that mean that Rob Elliot will start in goal? Has he been on bench this season or 3rd choice. #cafc',negative
'New Skyfall Trailer is Live. - *fans self* Is it October yet? I have ALL THE FEELS for this. Goddamn. http://t.co/rdabINzI',positive
'@dicanio72 check out the one for Silent House at The London Tombs tomorrow night too!',negative
'So Justin Beiber is coming down here Jan. 15. Am I the only one excited? Lol',positive
'@KBCChannel1: Independent Electoral and Boundaries Commission (IEBC) says all is set for Monday\'s by-elections in the three constituencies.',negative
'Big day coming up for! Word from cutoms and UPS is we will have our bouncy castle, by tomorrow. i\'m praying their right. #ogoplay',positive
'Grab the latest issue of The Record out on campus now and stay dry this morning! Happy Friday!',positive
'Join Team PML(N) representative to support PMLN vs PTI kids at Front Line with Kamran Shahid Recording tomorrow... http://t.co/D16qLSLU',negative
'@Joe_Sardelli Sorry that we couldn\'t get you in the party. The guys I was playing with refuse to play ground war. Open Lobby on Wed.',negative
'@D_Lombardozzi Will there ever be a 3rd season of Breakout Kings? FX should pick you guys up! Please tell me sumthin good!!! Best show ever!',positive
'Fourteen environmental protesters arrested at Eskom on Tuesday have been released on bail, after the group... http://t.co/fKGYi3a3',negative
'Omg this show is so predictable even for the 3rd ep. Rui En\'s ex boyfriend was framed for murder probably, by the rich guy.',negative
'@Alan_Tonge Still remember all your 1st names, bar Shotton. Had a huge Utd squad poster on my bedroom wall. You lot were in the front row.',negative
'England to play Haryana in the third warm-up game in Ahmedabad that starts Nov 8 ahead of the first Test on Nov 15 #cricket #indveng',negative
'@sherryjenix I\'m taking Physics without Calculus for the 2nd time in the Spring. Tips?',negative
'Jonathan Clary\'s blocked punt sets up Mike Longo\'s 3-yard TD run and Laguna Hills cuts Dana Hills lead to 20-17 with 9:38 left in 3rd',negative
'Can\'t wait till Sunday morning when we (Shola) make the Mackems cry. Pretty sure a #HatemBomb or two will be dropped too. #PremierPunditry',positive
'Open Lobby all day tomorrow! @Fefenticle @JackMiCookiez @iPIMPANZEE4 @nammerzzzz',negative
'Still waiting for someone, ANYONE, to show me where Fluke asked the gov to pay for her anything. ::taps foot, checks watch::  C\'mon...',negative
'Buses arrive in Henryville. First day back in original building since March 2 tornados destroyed school http://t.co/HuRu2UjG',negative
'@ohohmario Why you so gwapo  ^_^ Take Care Mario,going to watch Suddenly it\'s Magic on Tuesday. :)',positive
'@AnnoyingAssRob Yeah, but one of them is an old lady who looks like a Jim Henson creature left out in the Sun.',negative
'Physics tomorrow is going to be a shit show',negative
'@venkymarg Wait what? I\'m already confused :p If you\'re gonna be in Muscat in May, we\'ll probably meet up then!',negative
'Tryna make sure everything go as planned Saturday. . .',negative
'Last day of ISTEP tomorrow.',negative
'The Sun are today reporting that Chelsea owner Roman Abramovich has given the green light for Roberto Di Matteo... http://t.co/ttXSalrQ',negative
'Things I want to do: Live in Toronto to work, go to school, and pursue acting, and go to Second City.And go out to Banff to work in January!',positive
'I am in line to meet E L James! Guess I should start on #fiftyshades for the 4th time! http://t.co/CAEuKx0T @GetGlue #FiftyShadesOfGrey',negative
'The Facebook IPO Players Club: Reid Hoffman: ... today Who he is: Reid Hoffman is probably best known to you an ... http://t.co/jNAa5NwU',positive
'Dual policy of LPG pricing not acceptable to public, suggestion is that govt. should rationalize the price which may be upto Rs. 600/-',negative
'@verumserum Vandals in Oakland same as the night before in SF with Afghans grown in. http://t.co/hTOswj4n',negative
'Will be assisting the Marching Band at the game tomorrow from the bleachers, I hope you all like vuvuzela',positive
'How long will I have to wait to see Ted Nugent rape and kill a kangaroo? C\'mon #discovery channel the apocalypse is right around the corner.',negative
'Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm... http://t.co/Eo6GLev6',negative
'Also on West Liberty ... it does not play a regular-season game in February.',negative
'@investwatchdog Interested? My EXCLUSIVE: TD Bank denies allegation it aided $7-billion Ponzi fraud; 2nd only to Madoff http://t.co/bQ9QqRQa',negative
'@Hoyatic_Kay oh hahaha they post it once everyday.So,don\'t worry they\'ll post Hoya\'s pict tomorrow ~',positive
'#BPL issues to be decided Nov 1: Bangladesh Cricket Board will take a final decision on the Bangladesh Premier Le... http://t.co/LkWJK2P7',negative
'Didn\'t get a chance to post this the other day. Goodbye Ralph McQuarrie. May you return as a Force ghost to guide young artists... #StarWars',negative
'@TrustMeImSamin @alyssatbh Rich bitch, come to the game on saturday, iguana will be there C:',negative
'4 minutes into 2nd quarter and Mid-Prairie in the red zone of West Liberty ready to strike again. #iahsfb #kcrgfnl',negative
'Tomorrow: Crazy Cavalier Day Wednesday: Dr. D\'s Bowtie day Thursday: America Day Friday: Spirit Day',negative
'@itzdvdest2009 I saw you at church Sunday with tohse David Ruffin glasses on fly :)',positive
'Wat happen to the days of Big Bangs on Monday night gettin drunk beyond my years wit my nigga Kendall n not having a care or kid n the world',negative
'Song JoongKi, Park Bo Young at the premiere The Grand Heist / Gone With The Wind on the 25th. http://t.co/Vl6SlNUW',negative
'@WoodysGamertag k don\'t think I can be there but I\'ll try next time but another thing u should try to do is mail Monday with FPS RUSSIA! lol',negative
'This is as brutal of a loss as it gets. Up 6-0 then up 2 with 2 outs in the 9th only to blow it. It\'s going to be a very long winter in WSH.',negative
'OK SORRY SM Sta. Rosa, November 10! See you guys! =)',positive
'Does anyone remember when we had to chose racers for the Iditarod thing in 6th grade? I had Zoya DeNure, along with 100 other people..loll(:',positive
'2nd time to New Creation Church to see Joseph Prince for the 1st time. http://t.co/Ch3y5HKG',negative
'2NE1 rocks Okinawa with stylish airport fashion  On 2012 October 28th, 2NE1 performed at the \\\"\"KPOP Paradise... http://t.co/oZerLifv',negative
'Rory McIlroy on top of the world after beating a resurgent Tiger Woods at the Honda Classic in Flori http://t.co/exUzP0bq',positive
'\\\"\"@JohnJamesUY: Why fit in when you were born to stand out? - Dr. Seuss\\\"\"-- Haha. gotta stand out tomorrow. watch! ;D',positive
'View of my schedule for the rest of the week?? Today: work than class, Wed: HALLOWEEN at work, Thurs: Work YOUNG LIFE, Friday: Work than....',negative
'Guys i just want to go to Justin Biebers concert on November 4th why is @god doing this to me',negative
'@meadabawdy @Dannypace @vbspurs This may sound melodramatic, but Andrew Breitbart dying was one of the worst shocks of my life.',negative
'Come hang out with me Saturday at Kremlin!! http://t.co/bIlNbkLy',negative
'@erickaxx Were you on SM Sta. Rosa last Sunday? I didn\'t see you. :( And SM Calamba this Friday yeah?',negative
'@scotty_robs89 do you know Roman Abramovich is the 3rd richest man in Britian? #InterestingFactOfTheDay #InterestingGilfriend',positive
'Wondering WHAT to do tomorrow in the RAIN? Come on down to Lil\' Iguana\'s Children\'s Safety Foundation for their... http://t.co/L91vddhw',negative
'Reid Hoffman, ofLinkedIn says start where you are. Says Google was in Beta form for 1st 2 yrs while they progressed. Don\'t wait. Start now!!',positive
'On the news, regarding the \\\"\"Marijuana March\\\"\" in #Toronto today: \\\"\"If you don\'t hear \'em coming, you\'ll smell them.\\\"\" Nice...not.',negative
'I love Tom Boonen. Forget the whole birth/citizen issue. I might just write him in for president in November.  http://t.co/9ry9OM13',positive
'Stroudsburg vs Pleasant Valley for the MVC title next friday #repeat #MountieNation',negative
'Operating G3KMI this evening from the University Maths Tower on HF bands. 6:15-pm - 8pm BST. 10th floor, room 10037. #ham #hamradio',negative
'@Strikeforce Why wasn\'t Jorge Masvidal on the main card on July 14th and why is Miesha Tate not on the main card tomorrow?! #ThisSucks',negative
'Driving west towards Banff as the sun sets on the mountains. It\'s comforting to see those hills again. Home http://t.co/T0z2RX1U',positive
'Our professor moved our test back to Tuesday, and brought candy!? Damn, she must really love us. Thanks, Vanessa! #tequiero',positive
'Congratulations Norwin High School Marching Band on getting 1st place at the Towson BOA Regional!',positive
'Can\'t wait to see the people of Shotton proudly waving their red & white flags and wearing their national team shirts. Poland play tomorrow!',positive
'One of the hottest up and coming artists @AkielBeatz will be performing july 29th at Rex Theatre in southside, Pittsburgh!! tix only $10',positive
'After Mrs O, Castro, Fluke & now Clinton, I am so proud of the party that I believe in & will vote for in Nov. tomorrow night is just icing',positive
'@jcrclarksonesq why have Hammond and may been verified but not you? #wtf',negative
'#Tottenham boss Andre Villas-Boas has played down speculation that he is already lining up a January bid for #Shaktar\'s Willian. #THFC #EPL',negative
'Mavs will beat the Lakers tomorrow accepting all bets',positive
'@solispaola12 Hey can you plz help try to get to Justin biebers concert on december 3rd in la !',negative
'May fall asleep on the couch watching OU and Eastern #naptime',negative
'@FxknChris lol I\'m in Laguna hills, but ima be in L.A & Hollywood all day today & tomorrow .',negative
'Peter did you miss this? #TREND Runako Morton http://t.co/LaCjisUJ',negative
'going to go watch the LORAX .... then off to bed :P #goodnight CLASS STARTS TOMORROW :o',positive
'Sat watching the fucking Celtic game, sounds like I\'m missing a corker at white hart lane',negative
'@queensarmsbar not a very attractive line up. Have you got Mackems v. Mags tomorrow?',negative
'VOLLEYBALL: Plant City clinched a regional spot, defeating Hillsborough tonight 3-0 in the 7A District 8 tournament. Finals are Thursday.',negative
'Belated post: I actually really liked the Steelers\' 1934 throwback uniforms from Sunday\'s game against WSH. People just hatin\'. :P #FB',positive
'JETT LOUNGE 3701 clairmont rd ATL. one of the nicest party I been all year. DAMN this is the place to be. Ladies don\'t miss it SMP Saturday',positive
'@MittRomney may have Meat Loaf and Ted Nugent, but @EdShow is rolling with @PearlJam tonight!  \'Nuff said!  #stateofloveandtrust #edshow',positive
'3:35 Saturday night in Okinawa... Lets call it a night. Lights Out.',negative
'The Wednesday iPad edition is out now - including Tom Segal\'s Pricewise advice and brilliant previews for Juddmonte International day',positive
'@BBCWorld.. Madoff was one lucky SOB..If he was born in Iran, Death to you my friend and may Allah have mercy on ur miserable soul',negative
'PAUWIIN NYO MUNA AKO BAGO KAYO PUMUNTA JAN PLSPLSPLSPLS \\\"\"@owyposadas: See you at sm Bacolod :)\\\"\"',positive
'New Delhi: Members of  (IAC) on Sunday protested and clashed with the police outside Haryana Chief Minister Bhupinder Singh Hooda',negative
'This \\\"\"Too Cute\\\"\" puppy show on Animal planet might just be the greatest thing ever. I may never leave my room. #HomeworkCanWait',positive
'Friday night lights at east York lol remember when it was good',positive
'Tryna be more than temporary , love you everyday like February . I\'m tryna make us soo official like #loverboy',positive
'who\'s coming to the Marijuana March in Cardiff tomorrow? Support the cause #legalizeweed!',positive
'@_mariaaaaaaah That\'s what I figured. We suspect you may be experiencing some issues related to the storm, Maria. We\'re working on it! ^DGM',negative
'Rest in peace Star Wars conceptual artist Ralph McQuarrie, May the force be with you my friend',positive
'I was in the 5th grade taking ISTEP tests when #9/11 happened, doesn\'t seem like its been that long ago',negative
'US: Sen John McCain called Monday for US to begin another war with airstrikes on Syria   - Breaking News Buzz http://t.co/UJa6So4f',negative
'If we\'re still 3rd favourites at the end of the day then odds have more shit than White Hart Lane and Anfield put together.',negative
'I am hosting the Open Lobby! Saturday 15th ( Tomorrow ) 1:00PM - 3:00PM UK Time Gamertag \\\"\"iL Ash Li\\\"\"  Be there guys it\'s going 2 be awesome!',positive
'Is this how David Miliband got into Oxford with bad grades? http://t.co/R0IA8ucz #BBCNews',negative
'3rd one dropped by Afghans. This is not how you put pressure.  #indvafg #wt20',negative
'@sandraa0407 @Stillsanna @JRoyaal Dongwoo\'s reaction to 7th rank is just hilarious!!! xD',positive
'may nabasa aq! I dunno if im going to believe it or not :/ ang sabe dito nasa hell daw si Pope John Paul II >:| ..',negative
'So after David Ruffin sat in the trap and smoked crack all day Friday all day Saturday and Sunday I gotta salute his will to keep going!',positive
'For those interested, Mark Martin will make his 850th career NSCS start this weekend (ranked 5th on all-time list). #NASCAR',negative
'played Wednesday, outclassed a premier league team tonight by the sounds of it! #SWFC #OperationPTL',positive
'Aren\'t Jews, Steve Emerson & Clifford May just a little scared at CUFI. Haven\'t they heard about Leo Frank?',negative
'@unevenlemming Ooh! I\'ve just started playing my bf\'s AC I to get me into it as I\'ve never played before. I like! III may be bought soon..Xx',positive
'I was at the Vatican when #PedroCalungsod was beatified by Pope John Paul II last March 5, 2000 & now after 12 years he is now canonized',negative
'If you are in #OrangeCounty / near Laguna Hills, please come visit me at Awakenings this Thursday at 7PM! http://t.co/nDH2xQRT',positive
'Anchorage, AK: the ceremonial start of the Iditarod every March http://t.co/MbT93key',negative
'The International Committee of the Red Cross on Friday warned that three Palestinian hunger strikers were at risk... http://t.co/rOHLu0N6',negative
'Premier League Team of the Week: March 5: GMF takes a look at the team of the weeken... http://t.co/NzTPzU7Q ...via http://t.co/e6KOcQb1',negative
'#nacamam @naca you have to try Skywalk Deli on the 2nd floor of the Comerica building on Monroe! #bestlunche http://t.co/VdDNFq5c',positive
'Bilbao for breakfast this Sunday morning. Athletic are just about to kick off at Espanyol.',negative
'@sandraa0407 @Stillsanna Dongwoo is like a big baby, sooo cute :3 I just wanna hug him... Is Dongwoo becoming my 3rd Infinite bias? *0*',positive
'Guess what?! We are going to be having our Christmas party on December 6th! No shows, unless your Justin Beiber.... http://t.co/iaDZABbB',positive
'Camo or NASCAR the choices I must make on White Trash Wednesday, I mean America Day....',negative
'#3DT Make sure you find your self at the \\\"\"S.E.C\\\"\" THiS Thursday for $3 Thursdays!! $3 w/ College ID $5 w/ Reg ID til 11pm!!! #iParty',positive
'So I might go to the Selma vs. Kingsburg game tomorrow (:',positive
'Get paid way later today, probably going to go see sky fall on the 9th or Man With The Iron Fists idk which one 2 choose?',negative
'Justin Biebers music is the 11th biblical plague',negative
'Hopefully watching the Lorax will get my mind off tomorrow',positive
'Think we\'re going to struggle no end on Monday with no Colo, Krul and Tiote. Those three are essential defensively #nufc #everton',negative
'Mom just asked if I wanted to see the Knicks vs Celtics in October...I hate both teams but it\'s a live game hmm',negative
'Tomorrow is the Big Day!!!!! We celebrate UpNSmoke Woodlands one year anniversary. Grand Prize winner of the... http://t.co/H6Ehttse',positive
'Nine Goa Congress legislators want to join us: BJP: Panaji, Oct 31: Goa\'s ruling Bharatiya Janata Party (BJP) to... http://t.co/eyppTNWn',positive
'@markbritball BBL to take over @CheshireJets franchise in short-term. Game with Mersey this Sunday to go ahead h... http://t.co/dDVW2UFr',negative
'@JessicaPenne @InvictaFights Miesha Tate says your going to win Oct 6th during her interview and you are a bad ass at 105... go girl :)',positive
'July 29th 1995 was the time that that young savage had arrived',negative
'@WoodysGamertag when are you going to do another mail Monday with FPS Russia?',negative
'@hannnn_ox that\'s shit :(  Banff would be better aswell! Still going out in Keith on the 3rd? X',negative
'@henrywinter Shotton has shown he is worthy of that list by passing the ultimate barometer of performing on Wet Wednesday night for Stoke',positive
'Monroe bound tomorrow! It\'s a must leave Ruston for a day',positive
'World Book Day was Mon and no one gave me a book. No one even gave me back any of the books they\'ve borrowed  http://t.co/0NwQBrjH #hinthint',negative
'Happy Birthday Haryana.  May you get the best in times to come.',positive
'Dear March, I\'m gonna live my life no matter what we party tonight cause its National Bieber Day (y)',positive
'@Bangz_InYaMouth woosahhhh it\'s Courtney! Long time no see from 1st lady!',positive
'So in the 1st book of the E L James trilogy, Anastasia is played by @Cielamara & Christian is Christian Bale (OBVIOUSLY). It is what it is.',negative
'@_Maleven one last push Sunday, and most of them will have a weeks not playing cos of the cup game midweek before NUFC. I never make .....',negative
'Watching the 1st season of Army Wives',negative
'@TheFPShow FPS Russia penis reservations, he\'s already doing 5 chicks today maybe we can fit you in tomorrow ?',negative
'@geetiga no, he may just be Gadkari\'s driver.',negative
'@SSbike yep, wanted to limit it to 1 tweet! :)  impressive palmares. While I\'m here, stages in Tirreno,Vuelta,Paris-Nice,Suisse, 4th Roubaix',positive
'@T19ht_h34d that\'s true but until its all decided that\'s who @Cbus_Matt is going with. Danny Care would be 2nd choice right now.',negative
'Sungkyunkwan scandal for the 3rd time!!! Can\'t get enough of Park Yoochun, Park MinYoung, Song JoongKi and especially Yoo Ah In! :)',positive
